url,description,areas,levels,title,company,locations,expire_at,slug,is_homebased
https://untalent.org/jobs/office-assistant-372,"**Organizational Setting**

The Food and Agriculture Organization of the United Nations (FAO) contributes to the achievement of the 2030 Agenda through the FAO Strategic Framework by supporting the t…",[],[],Office Assistant,{'name': 'Food and Agriculture Organization of the United Nations'},"[{'name': 'Seoul', 'latitude': 37.5666791, 'longitude': 126.9782914}]",2025-03-27T22:59:00+00:00,office-assistant-372,
https://untalent.org/jobs/national-project-coordinator-youth-and-agrifood-value-chains-1,"**Organizational Setting**

The Food and Agriculture Organization of the United Nations (FAO) contributes to the achievement of the 2030 Agenda through the FAO Strategic Framework by supporting the t…",[],[],National Project Coordinator – Youth and Agrifood Value Chains,{'name': 'Food and Agriculture Organization of the United Nations'},"[{'name': 'Vietnam', 'latitude': 13.2904027, 'longitude': 108.4265113}]",2025-03-20T22:59:00+00:00,national-project-coordinator-youth-and-agrifood-value-chains-1,
https://untalent.org/jobs/innovation-specialist-agrifood-systems-science-technologies-and-innovations,"**Organizational Setting**

The Food and Agriculture Organization of the United Nations (FAO) contributes to the achievement of the 2030 Agenda through the FAO Strategic Framework by supporting the t…",[{'name': 'Innovation'}],[],"Innovation Specialist (Agrifood Systems, Science, Technologies and Innovations)",{'name': 'Food and Agriculture Organization of the United Nations'},"[{'name': 'Rome', 'latitude': 41.8933203, 'longitude': 12.4829321}]",2025-03-27T22:59:00+00:00,innovation-specialist-agrifood-systems-science-technologies-and-innovations,
https://untalent.org/jobs/area-manager-west-libya-open-to-internal-candidates,"The Norwegian Refugee Council (NRC) is a global humanitarian organisation helping people forced to flee. 

 


 Join us in assisting millions of people in areas where others cannot, tackling some of …",[{'name': 'Leadership'}],[],Area Manager West Libya - Open to internal candidates,{'name': 'Norwegian Refugee Council'},"[{'name': 'Tripoli', 'latitude': 32.896672, 'longitude': 13.1777923}]",2025-03-13T23:59:00+00:00,area-manager-west-libya-open-to-internal-candidates,
https://untalent.org/jobs/global-roving-emergency-livelihoods-and-food-security-specialist-open-to-internal-candidates,"The Norwegian Refugee Council (NRC) is a global humanitarian organisation helping people forced to flee. 

 


 Join us in assisting millions of people in areas where others cannot, tackling some of …","[{'name': 'Crisis & Emergency Response', 'slug': 'area-name'}]",[],Global Roving Emergency Livelihoods and Food Security Specialist - Open to internal candidates,{'name': 'Norwegian Refugee Council'},"[{'name': 'Oslo', 'latitude': 59.9133301, 'longitude': 10.7389701}]",2025-03-20T23:59:00+00:00,global-roving-emergency-livelihoods-and-food-security-specialist-open-to-internal-candidates,
https://untalent.org/jobs/liaison-and-access-technical-officer-bangladesh-coxs-bazar,"The Norwegian Refugee Council (NRC) is a global humanitarian organisation helping people forced to flee. 

 


 Join us in assisting millions of people in areas where others cannot, tackling some of …",[{'name': 'Communications & PR'}],[],Liaison and Access Technical Officer Bangladesh Cox's Bazar,{'name': 'Norwegian Refugee Council'},"[{'name': ""Cox's Bazar"", 'latitude': 23.7322479, 'longitude': 90.4249401}]",2025-03-20T17:59:00+00:00,liaison-and-access-technical-officer-bangladesh-coxs-bazar,
https://untalent.org/jobs/logistics-officer-bangladesh-coxs-bazar-ukhiya-1,"The Norwegian Refugee Council (NRC) is a global humanitarian organisation helping people forced to flee. 

 


 Join us in assisting millions of people in areas where others cannot, tackling some of …",[{'name': 'Logistics & Procurement'}],[],Logistics Officer Bangladesh Cox's Bazar Ukhiya,{'name': 'Norwegian Refugee Council'},"[{'name': 'Ukhia', 'latitude': 21.242147, 'longitude': 92.1399022}]",2025-03-15T17:59:00+00:00,logistics-officer-bangladesh-coxs-bazar-ukhiya-1,
https://untalent.org/jobs/wbpc-finance-and-admin-officer-jerusalem,"The Norwegian Refugee Council (NRC) is a global humanitarian organisation helping people forced to flee. 

 


 Join us in assisting millions of people in areas where others cannot, tackling some of …",[{'name': 'Finance & Economy'}],[],WBPC Finance and Admin Officer Jerusalem,{'name': 'Norwegian Refugee Council'},"[{'name': 'Jerusalem', 'latitude': 31.778345, 'longitude': 35.2250786}]",2025-03-20T21:59:00+00:00,wbpc-finance-and-admin-officer-jerusalem,
https://untalent.org/jobs/analista-de-adquisicion-de-talento,"**Ubicación: Quito\_Ecuador**

Plan International es una organización independiente de Desarrollo y Humanitaria sin fines de lucro que promueve los derechos de la niñez y la igualdad para las niñas. …",[],[],Analista de Adquisición de Talento,"{'name': 'Plan International', 'slug': 'plan-international'}","[{'name': 'Quito', 'latitude': -0.2201641, 'longitude': -78.5123274}]",,analista-de-adquisicion-de-talento,
https://untalent.org/jobs/charge-de-finance-partenariat,"*AVIS DE RECRUTEMENT INTERNE &amp; EXTERNE*
-------------------------------------------

 

Plan International est une organisation humanitaire et de développement indépendante qui fait progresser le…",[{'name': 'Finance & Economy'}],[],Chargé de finance partenariat,"{'name': 'Plan International', 'slug': 'plan-international'}","[{'name': 'Niamey', 'latitude': 13.524834, 'longitude': 2.109823}]",,charge-de-finance-partenariat,
https://untalent.org/jobs/human-resources-specialist-44,"**The Organisation**

Plan International is an independent development and humanitarian organisation that advances children’s rights and equality for girls. We believe in the power and potential of e…",[{'name': 'Human Resources'}],[],Human Resources Specialist,"{'name': 'Plan International', 'slug': 'plan-international'}","[{'name': 'Yaoundé', 'latitude': 3.8689867, 'longitude': 11.5213344}]",,human-resources-specialist-44,
https://untalent.org/jobs/executive-administrative-assistant,"**Organization Background**

Plan International is an independent development and humanitarian non-governmental organization that advances children’s rights and equality for girls. We believe in the …",[],[],Executive Administrative Assistant,"{'name': 'Plan International', 'slug': 'plan-international'}","[{'name': 'Lusaka', 'latitude': -15.4164488, 'longitude': 28.2821535}]",,executive-administrative-assistant,
https://untalent.org/jobs/expedited-svn-ug-2025-health-operations-officer-noa-01-position,"Under the direct supervision of the Chief Migration Health Officer (CMHO) and in close coordination with the Resources Management Officer (RMO) and relevant units, the successful candidate will be re…",[{'name': 'Medical & Health'}],"[{'name': 'Entry'}, {'name': 'Internship'}]",Expedited SVN - UG - 2025 Health Operations Officer-NOA ( 01 position ),{'name': 'UN Migration'},[],2025-03-12T21:00:00+00:00,expedited-svn-ug-2025-health-operations-officer-noa-01-position,
https://untalent.org/jobs/project-team-lead-integration-and-independent-living,"Internal and external candidates will be considered for this vacancy. For the purposes of this vacancy, internal candidates are defined as staff members holding a regular, fixed-term or short-term gr…",[],[],Project Team Lead (Integration and Independent Living),{'name': 'UN Migration'},[],2025-03-13T21:59:00+00:00,project-team-lead-integration-and-independent-living,
https://untalent.org/jobs/operations-assistant-movements,"Open to Internal Candidates Only

Position Title : Operations Assistant (Movements) 
Duty Station : Bangkok, Thailand 
Classification : General Service (G-5, THB 74,905.75 per month, Part-Time 50%) 
…",[],"[{'name': 'Senior'}, {'name': 'Mid'}]",Operations Assistant (Movements),{'name': 'UN Migration'},[],2025-03-09T16:59:00+00:00,operations-assistant-movements,
https://untalent.org/jobs/government-affairs-and-community-relations-consultation-service,"**Contexto y alcance del proyecto:**

Creada en 1951, la OIM – Organización Internacional para las Migraciones es la agencia de Naciones Unidad líder en el ámbito de la migración y trabaja en estrech…",[],[{'name': 'Consultant'}],Government Affairs and Community Relations Consultation Service,{'name': 'UN Migration'},[],2025-03-11T15:35:00+00:00,government-affairs-and-community-relations-consultation-service,
https://untalent.org/jobs/ict-assistant-74,"Established in 1951, IOM is the leading inter‐governmental organization in the field of migration and works closely with governmental, intergovernmental, and non‐governmental partners. IOM is dedicat…",[],[{'name': 'Mid'}],ICT Assistant,{'name': 'UN Migration'},[],2025-03-20T10:11:00+00:00,ict-assistant-74,
https://untalent.org/jobs/national-consultants-for-conflict-mitigation,"Project Context and Scope

IOM Ukraine's Transition and Recovery Unit works at multiple levels to assist the government in addressing the policy, institutional, and operational needs. By combining ef…",[],[{'name': 'Consultant'}],National Consultants for Conflict Mitigation,{'name': 'UN Migration'},[],2025-03-17T09:59:00+00:00,national-consultants-for-conflict-mitigation,
https://untalent.org/jobs/expedited-vn-project-clerk-community-mobilization-5-positions,"Brief definition of the organizational context, reporting lines and scope, for example:

Under the overall supervision of the Head of Programmes in Ethiopia and direct supervision of the Programme Co…",[],[{'name': 'Mid'}],Expedited VN -Project Clerk - Community Mobilization - 5 Positions,{'name': 'UN Migration'},[],2025-03-10T11:03:00+00:00,expedited-vn-project-clerk-community-mobilization-5-positions,
https://untalent.org/jobs/project-associate-55,"Open to Internal Candidates Only

Position Title : Project Associate 
Duty Station : Bangkok, Thailand 
Classification : General Service (G-5, THB 74,905.75 per month) 
Type of Appointment : Special …",[],"[{'name': 'Senior'}, {'name': 'Mid'}]",Project Associate,{'name': 'UN Migration'},[],2025-03-11T16:59:00+00:00,project-associate-55,
https://untalent.org/jobs/national-associate-movement-operations-officer-field-support,"Open to Internal Candidates Only

Position Title : National Associate Movement Operations Officer (Full-Time 100%) 
Duty Station : Mae Sot, Thailand 
Classification : National Officer (NO-A, THB 146,…",[],"[{'name': 'Entry'}, {'name': 'Internship'}]",National Associate Movement Operations Officer (Field Support),{'name': 'UN Migration'},[],2025-03-08T16:59:00+00:00,national-associate-movement-operations-officer-field-support,
https://untalent.org/jobs/operations-assistant-field-support-3,"Since the inception of IOM in 1951, Movement Operations have been and continue to be a fundamental pillar of the Organization’s work. The organized movement of persons in need of international migrat…",[],[{'name': 'Mid'}],Operations Assistant (Field Support),{'name': 'UN Migration'},[],2025-03-13T00:00:00+00:00,operations-assistant-field-support-3,
https://untalent.org/jobs/research-coordinator-re-advertised,"##### Essential Job Responsibilities <a target=""_blank""></a>

- Plans and coordinates the initiation of trail and monitor the trail throughout the study period.
- Support the Scientific Partner in de…",[{'name': 'Programme & Policy'}],[],Research Coordinator (Re-advertised),{'name': 'Mercy Corps Pakistan'},"[{'name': 'Islamabad', 'latitude': 33.6938118, 'longitude': 73.0651511}]",,research-coordinator-re-advertised,
https://untalent.org/jobs/market-systems-development-technical-advisor-economic-recovery-for-conflict-affected-populations-ercap-internal-only,"###### **About Mercy Corps**

###### Mercy Corps is powered by the belief that a better world is possible. To do this, we know our teams do their best work when they are diverse, and every team membe…",[{'name': 'Programme & Policy'}],[],MARKET SYSTEMS DEVELOPMENT TECHNICAL ADVISOR- ECONOMIC RECOVERY FOR CONFLICT AFFECTED POPULATIONS (ERCAP) (Internal Only),{'name': 'Mercy Corps Ethiopia'},"[{'name': 'Addis Ababa', 'latitude': 9.0107934, 'longitude': 38.7612525}]",,market-systems-development-technical-advisor-economic-recovery-for-conflict-affected-populations-ercap-internal-only,
https://untalent.org/jobs/gender-diversity-and-social-inclusion-gesi-advisor-economic-recovery-conflicted-affected-population-internal-only,"###### **About Mercy Corps**

###### Mercy Corps is powered by the belief that a better world is possible. To do this, we know our teams do their best work when they are diverse, and every team membe…",[{'name': 'Programme & Policy'}],[],"GENDER, DIVERSITY AND SOCIAL INCLUSION (GESI) ADVISOR: ECONOMIC RECOVERY-CONFLICTED AFFECTED POPULATION (Internal Only)",{'name': 'Mercy Corps Ethiopia'},"[{'name': 'Addis Ababa', 'latitude': 9.0107934, 'longitude': 38.7612525}]",,gender-diversity-and-social-inclusion-gesi-advisor-economic-recovery-conflicted-affected-population-internal-only,
https://untalent.org/jobs/msd-project-coordinator-economic-recovery-conflicted-affected-population-internal-only,"###### **About Mercy Corps**

###### Mercy Corps is powered by the belief that a better world is possible. To do this, we know our teams do their best work when they are diverse, and every team membe…",[{'name': 'Programme & Policy'}],[],"MSD PROJECT COORDINATOR, ECONOMIC RECOVERY-CONFLICTED AFFECTED POPULATION (Internal Only)",{'name': 'Mercy Corps Ethiopia'},"[{'name': 'Addis Ababa', 'latitude': 9.0107934, 'longitude': 38.7612525}]",,msd-project-coordinator-economic-recovery-conflicted-affected-population-internal-only,
https://untalent.org/jobs/national-post-driver-gs3-fta-lacro-panama-city-panama,"**The Position:**

The post of Driver is located in UNFPA Regional Office and reports to the Regional Director and works in close collaboration with the Personal Assistant to the Regional Director.

…",[],[{'name': 'Mid'}],"National Post: Driver, GS3, FTA, LACRO- Panama City, Panama",{'name': 'United Nations Population Fund'},"[{'name': 'Panama City', 'latitude': 8.9714493, 'longitude': -79.5341802}]",2025-03-23T11:59:00+00:00,national-post-driver-gs3-fta-lacro-panama-city-panama,
https://untalent.org/jobs/chauffeur-niamey-niger-g2,"**Le Poste:**

Le/la chauffeur (e) assure la conduite et l’entretien du véhicule qui lui est affecté ainsi que la distribution du courrier et autres documents administratifs du bureau.

**Comment vou…",[],"[{'name': 'Mid'}, {'name': 'Entry'}]","Chauffeur, Niamey, Niger, G2",{'name': 'United Nations Population Fund'},"[{'name': 'Niamey', 'latitude': 13.524834, 'longitude': 2.109823}]",2025-03-20T08:32:00+00:00,chauffeur-niamey-niger-g2,
https://untalent.org/jobs/national-consultant-for-project-evaluation-tashkent-uzbekistan,"**TERMS OF REFERENCE (to be completed by the Hiring Office)**

Hiring Office:

UNFPA Uzbekistan Country Office

Purpose of consultancy:

To take a lead for conducting an Evaluation of the second phas…",[],[{'name': 'Consultant'}],"National Consultant for Project Evaluation, Tashkent, Uzbekistan",{'name': 'United Nations Population Fund'},"[{'name': 'Tashkent', 'latitude': 41.3123363, 'longitude': 69.2787079}]",2025-03-13T09:00:00+00:00,national-consultant-for-project-evaluation-tashkent-uzbekistan,
https://untalent.org/jobs/national-vaccine-management-vm-consultant-165-w-days-dushanbe-tajikistan,"UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…","[{'name': 'Medical & Health'}, {'name': 'Programme & Policy'}]",[{'name': 'Consultant'}],"National Vaccine Management (VM) Consultant, 165 w/days, Dushanbe, Tajikistan","{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Dushanbe', 'latitude': 38.5762709, 'longitude': 68.7863573}]",2025-03-19T18:55:00+00:00,national-vaccine-management-vm-consultant-165-w-days-dushanbe-tajikistan,
https://untalent.org/jobs/internal-va-research-evaluation-officer-no-1-yerevan-armenia-ta,"UNICEF works in over 190 countries and territories to save children’s lives, defend their rights, and help them fulfill their potential, from early childhood through adolescence.

At UNICEF, we are c…","[{'name': 'Monitoring & Evaluation'}, {'name': 'Programme & Policy'}]",[{'name': 'Entry'}],"INTERNAL VA: Research & Evaluation Officer, NO-1, Yerevan, Armenia, TA","{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Yerevan', 'latitude': 40.1776121, 'longitude': 44.5125849}]",2025-03-13T19:55:00+00:00,internal-va-research-evaluation-officer-no-1-yerevan-armenia-ta,
https://untalent.org/jobs/internal-va-finance-associate-gs6-yerevan-armenia-ft,"UNICEF works in over 190 countries and territories to save children’s lives, defend their rights, and help them fulfill their potential, from early childhood through adolescence.

At UNICEF, we are c…",[{'name': 'Finance & Economy'}],[{'name': 'Senior'}],"Internal VA: Finance Associate, GS6, Yerevan, Armenia, FT","{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Yerevan', 'latitude': 40.1776121, 'longitude': 44.5125849}]",2025-03-13T19:55:00+00:00,internal-va-finance-associate-gs6-yerevan-armenia-ft,
https://untalent.org/jobs/community-based-monitoring-facilitators-consultants-for-ubari-sabha-al-kufra-brak-shati-ghat-and-tripoli-libya-duration-8-months,"UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…","[{'name': 'Monitoring & Evaluation'}, {'name': 'Programme & Policy'}]",[{'name': 'Consultant'}],"Community Based Monitoring Facilitators (Consultants) for Ubari, Sabha, Al Kufra, Brak Shati, Ghat and Tripoli (Libya), Duration: 8 months","{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Tripoli', 'latitude': 32.896672, 'longitude': 13.1777923}]",2025-03-20T21:55:00+00:00,community-based-monitoring-facilitators-consultants-for-ubari-sabha-al-kufra-brak-shati-ghat-and-tripoli-libya-duration-8-months,
https://untalent.org/jobs/contracts-officer-p-3-ta-for-3-months-copenhagen-denmark,"UNICEF works in over 190 countries and territories to save children’s lives, defend their rights, and help them fulfill their potential, from early childhood through adolescence.

At UNICEF, we are c…",[{'name': 'Logistics & Procurement'}],"[{'name': 'Mid'}, {'name': 'Entry'}]","Contracts Officer, P-3 (TA for 3 months), Copenhagen, Denmark","{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Copenhagen', 'latitude': 55.6867243, 'longitude': 12.5700724}]",2025-03-13T22:55:00+00:00,contracts-officer-p-3-ta-for-3-months-copenhagen-denmark,
https://untalent.org/jobs/consultant-e-international-e-pour-soutenir-la-capacite-de-la-republique-du-congo-a-planifier-budgetiser-et-utiliser-efficacement-les-ressources-de-la-vaccination-aux-niveaux-national-et-inf,"**Consultant(e) international(e) pour soutenir la capacité de la République du Congo à planifier, budgétiser et utiliser efficacement les ressources de la vaccination aux niveaux national et infranat…","[{'name': 'Programme & Policy'}, {'name': 'Medical & Health'}]",[{'name': 'Consultant'}],"Consultant.e international.e pour soutenir la capacité de la République du Congo à planifier, budgétiser et utiliser efficacement les ressources de la vaccination aux niveaux national et inf","{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Brazzaville', 'latitude': -0.7264327, 'longitude': 15.6419155}]",2025-03-14T22:55:00+00:00,consultant-e-international-e-pour-soutenir-la-capacite-de-la-republique-du-congo-a-planifier-budgetiser-et-utiliser-efficacement-les-ressources-de-la-vaccination-aux-niveaux-national-et-inf,
https://untalent.org/jobs/consultancy-consultant-for-advocacy-capacity-building-for-safe-online-portfolio-of-grantees-req,"UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…",[{'name': 'Communications & PR'}],[{'name': 'Consultant'}],Consultancy: Consultant for  Advocacy Capacity Building for Safe Online Portfolio of Grantees - Req,"{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'New York', 'latitude': 40.7127281, 'longitude': -74.0060152}]",2025-03-21T03:55:00+00:00,consultancy-consultant-for-advocacy-capacity-building-for-safe-online-portfolio-of-grantees-req,
https://untalent.org/jobs/local-consultant-maldivian-national-to-develop-the-entrepreneurship-component-of-imagen-ventures-social-innovation-initiative-2025-1,"UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…","[{'name': 'Teaching & Training'}, {'name': 'Programme & Policy'}, {'name': 'Innovation'}]",[{'name': 'Consultant'}],Local consultant (Maldivian National) to develop the entrepreneurship component of ImaGen Ventures (social innovation) initiative- 2025,"{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Male', 'latitude': 16.3700359, 'longitude': -2.2900239}]",2025-03-20T15:55:00+00:00,local-consultant-maldivian-national-to-develop-the-entrepreneurship-component-of-imagen-ventures-social-innovation-initiative-2025-1,
https://untalent.org/jobs/individual-consultant-maldivian-national-to-provide-photography-services-for-unicef-maldives-programme-areas-and-events,"UNICEF works in some of the world’s toughest places, to reach the world’s most disadvantaged children. To save their lives. To defend their rights. To help them fulfill their potential.

Across 190 c…",[{'name': 'Communications & PR'}],[{'name': 'Consultant'}],Individual Consultant (Maldivian national) to Provide Photography Services for UNICEF Maldives Programme Areas and Events,"{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Male', 'latitude': 16.3700359, 'longitude': -2.2900239}]",2025-03-20T15:55:00+00:00,individual-consultant-maldivian-national-to-provide-photography-services-for-unicef-maldives-programme-areas-and-events,
https://untalent.org/jobs/finance-administrative-officer-14,\*\*OVERVIEW\*\* ------------ Post Number : 3JMADM0006RP &amp; 1ITADM0006RP Grade : P-3 Parent Sector : Sector For Administration and Management (ADM) Duty Station: Multiple (Kingston and Venice) Job…,[{'name': 'Finance & Economy'}],"[{'name': 'Senior'}, {'name': 'Mid'}]",Finance & Administrative Officer,"{'name': 'United Nations Educational, Scientific and Cultural Organization', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/b/bc/UNESCO_logo.svg'}",[],2025-04-07T23:59:00+00:00,finance-administrative-officer-14,
https://untalent.org/jobs/chief-crisis-response-section,\*\*OVERVIEW\*\* ------------ Post Number : PAX 340 Grade : P-5 Parent Sector : Priority Africa and External Relations Sector (PAX) Duty Station: Paris Job Family: Programme Coordination Type of cont…,[],[{'name': 'Senior'}],"Chief, Crisis Response Section","{'name': 'United Nations Educational, Scientific and Cultural Organization', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/b/bc/UNESCO_logo.svg'}","[{'name': 'Paris', 'latitude': 48.8566969, 'longitude': 2.3514616}]",2025-04-07T23:59:00+00:00,chief-crisis-response-section,
https://untalent.org/jobs/administrative-assistant-1645,\*\*OVERVIEW\*\* ------------ Post Number : 5JOADM0703RP Grade : G-5 Parent Sector : Sector For Administration and Management (ADM) Duty Station: Amman Job Family: Administration Type of contract : F…,[],"[{'name': 'Mid'}, {'name': 'Senior'}]",Administrative Assistant,"{'name': 'United Nations Educational, Scientific and Cultural Organization', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/b/bc/UNESCO_logo.svg'}","[{'name': 'Amman', 'latitude': 31.9515694, 'longitude': 35.9239625}]",2025-04-07T23:59:00+00:00,administrative-assistant-1645,
https://untalent.org/jobs/partnerships-and-resource-mobilization-consultant-1,\*\*OVERVIEW\*\* ------------ Parent Sector : Field Office Duty Station: Harare Job Family: Programme Coordination Type of contract : Non Staff Duration of contract : From 7 to 11 months Recruitment …,[],[{'name': 'Consultant'}],Partnerships and Resource Mobilization Consultant,"{'name': 'United Nations Educational, Scientific and Cultural Organization', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/b/bc/UNESCO_logo.svg'}","[{'name': 'Harare', 'latitude': -17.831773, 'longitude': 31.045686}]",2025-03-19T23:59:00+00:00,partnerships-and-resource-mobilization-consultant-1,
https://untalent.org/jobs/call-for-application-11,\*\*OVERVIEW\*\* ------------ Parent Sector : \\\[\\\[Natural Science\\\]\\\] Duty Station: \\\[\\\[BEIJING\\\]\\\] Duration of contract : \\\[\\\[4 months\\\]\\\] Recruitment open to : \\\[\\\[inter…,[],[{'name': 'Consultant'}],Call for Application,"{'name': 'United Nations Educational, Scientific and Cultural Organization', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/b/bc/UNESCO_logo.svg'}","[{'name': 'Beijing', 'latitude': 39.906217, 'longitude': 116.3912757}]",2025-03-20T23:59:00+00:00,call-for-application-11,
https://untalent.org/jobs/portfolio-manager-5,"Background Information - Job-specific
-------------------------------------

 
UNOPS Horn of Africa Multi-Country Office is recruiting for this position: **Portfolio Manager to be based in Addis Abab…","[{'name': 'Leadership'}, {'name': 'Programme & Policy'}]",[{'name': 'Senior'}],Portfolio Manager,"{'name': 'United Nations Office for Project Services', 'slug': 'unops'}","[{'name': 'Addis Ababa', 'latitude': 9.0107934, 'longitude': 38.7612525}]",2025-03-19T23:59:00+00:00,portfolio-manager-5,
https://untalent.org/jobs/project-manager-267,"Background Information - Job-specific
-------------------------------------

 
UNOPS Horn of Africa Multi-Country Office is recruiting for this position: **Project Manager** to be based in Addis Abab…",[{'name': 'Leadership'}],"[{'name': 'Senior'}, {'name': 'Mid'}]",Project Manager,"{'name': 'United Nations Office for Project Services', 'slug': 'unops'}","[{'name': 'Addis Ababa', 'latitude': 9.0107934, 'longitude': 38.7612525}]",2025-03-19T23:59:00+00:00,project-manager-267,
https://untalent.org/jobs/ingenieur-re-en-gestion-de-la-qualite-1,"Background information - DR Congo
---------------------------------

 
Located in Kinshasa, Democratic Republic of the Congo (DRC) the UNOPS Central Africa Multi-Country Office (UNOPS CAMCO) covers 1…","[{'name': 'Leadership'}, {'name': 'Engineering'}]","[{'name': 'Entry'}, {'name': 'Mid'}]",Ingénieur·re en gestion de la qualité,"{'name': 'United Nations Office for Project Services', 'slug': 'unops'}",[],2025-03-20T23:59:00+00:00,ingenieur-re-en-gestion-de-la-qualite-1,
https://untalent.org/jobs/chauffeur-e-8,"Background Information - Job-specific
-------------------------------------

 
Le Fonds des Nations unies pour la population (FNUAP) a signé un accord de partenariat avec le gouvernement italien afin…",[{'name': 'Admin'}],"[{'name': 'Mid'}, {'name': 'Entry'}]",Chauffeur.e,"{'name': 'United Nations Office for Project Services', 'slug': 'unops'}",[],2025-03-23T23:59:00+00:00,chauffeur-e-8,
https://untalent.org/jobs/animation-video-creation,We are looking for 1 creative volunteer to support our organization’s communications team and graphic designer by creating video animations to raise awareness on water-saving initiatives in Bahrain i…,[],[{'name': 'Volunteering'}],Animation Video Creation,{'name': 'United Nations Human Settlements Programme'},[],2025-03-20T00:00:00+00:00,animation-video-creation,True
https://untalent.org/jobs/graphic-designing-4,Public Health Aid Awareness and Education Organization is a not-for-profit organization based in Nigeria and was established to promote sustainable community development initiatives and thereby addre…,[],[{'name': 'Volunteering'}],Graphic Designing,"{'name': 'Public Health Aid Awareness & Education Organization', 'slug': 'phaae'}",[],2025-03-20T00:00:00+00:00,graphic-designing-4,True
https://untalent.org/jobs/environmental-education-associate-officer,"Adolescents and youth in Kosovo face significant challenges in accessing quality education. While the education system plays a critical role, it struggles to provide competency-based learning, leavin…","[{'name': 'Teaching & Training'}, {'name': 'Environment'}]",[{'name': 'Volunteering'}],Environmental Education Associate Officer,"{'name': ""United Nations Children's Fund"", 'slug': 'unicef', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/e/ed/Logo_of_UNICEF.svg'}","[{'name': 'Pristina', 'latitude': 42.6638771, 'longitude': 21.1640849}]",2025-03-23T00:00:00+00:00,environmental-education-associate-officer,False
https://untalent.org/jobs/programme-policy-officer-20,"Ethiopia is facing an overlapping humanitarian crisis; due to various hazards, including the conflict induced needs; negative impact of the drought in eastern, south-eastern parts of the country, inc…","[{'name': 'Crisis & Emergency Response', 'slug': 'area-name'}, {'name': 'Admin'}, {'name': 'Programme & Policy'}]",[{'name': 'Volunteering'}],Programme Policy Officer,"{'name': 'World Food Programme', 'logo_url': 'https://upload.wikimedia.org/wikipedia/commons/5/59/World_Food_Programme_Logo_Simple.svg'}","[{'name': 'Addis Ababa', 'latitude': 9.0107934, 'longitude': 38.7612525}]",2025-03-23T00:00:00+00:00,programme-policy-officer-20,False
https://untalent.org/jobs/program-assistant-humanitarian-preparedness-and-response,"Mozambique has been facing a worsening humanitarian situation due to a combination of factors, including recurrent climatic shocks, insecurity, and violence in the northern region. These challenges h…","[{'name': 'Crisis & Emergency Response', 'slug': 'area-name'}, {'name': 'Admin'}]",[{'name': 'Volunteering'}],"Program Assistant, Humanitarian Preparedness and Response",{'name': 'United Nations Population Fund'},"[{'name': 'Maputo', 'latitude': -25.966213, 'longitude': 32.56745}]",2025-03-23T00:00:00+00:00,program-assistant-humanitarian-preparedness-and-response,False
